Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,return_1d,return_5d,return_20d,volatility_5d,volatility_20d,sma_5,sma_20,sma_50,price_vs_sma5,price_vs_sma20,rsi,volume_ratio,next_day_return,next_day_direction,has_news,general_sentiment,financial_signal,num_articles,positive_articles,negative_articles,ticker
2023-10-25 00:00:00-04:00,339.8977607961559,341.0602651549816,332.607628527267,335.61236572265625,55053800,0.0,0.0,,,,,,,,,,,,,-3.7514323910514458,0,0,0.0,0.0,0,0,0,MSFT
2023-10-26 00:00:00-04:00,335.48428431504954,336.5580983520132,322.086186588402,323.0220947265625,37828500,0.0,0.0,-3.7514323910514458,,,,,,,,,,,,0.5855762061554692,1,0,0.0,0.0,0,0,0,MSFT
2023-10-27 00:00:00-04:00,325.52442591779226,331.72105293709785,323.52456451933614,324.91363525390625,29856500,0.0,0.0,0.5855762061554692,,,,,,,,,,,,2.274013621032478,1,0,0.0,0.0,0,0,0,MSFT
2023-10-30 00:00:00-04:00,328.46012188812404,334.41045907381,326.9035620962308,332.3022155761719,22828100,0.0,0.0,2.274013621032478,,,,,,,,,,,,0.23715939905293304,1,0,0.0,0.0,0,0,0,MSFT
2023-10-31 00:00:00-04:00,333.8193356921157,333.9671027335216,329.721092711598,333.0903015136719,20265300,0.0,0.0,0.23715939905293304,,,,,329.7881225585937,,,1.0013031789801508,,,,2.3542830253832747,1,0,0.0,0.0,0,0,0,MSFT
2023-11-01 00:00:00-04:00,334.74542515005817,342.2621536122384,334.6074891841975,340.93218994140625,28158800,0.0,0.0,2.3542830253832747,1.5851097164715888,,2.4803451188011048,,330.8520874023437,,,3.046709669630787,,,,0.6501626525533544,1,0,0.0,0.0,0,0,0,MSFT
2023-11-02 00:00:00-04:00,342.0848206936706,343.65121174149834,339.6514894286655,343.1488037109375,24348100,0.0,0.0,0.6501626525533544,6.2307530391728205,,1.0112771886390175,,334.87742919921874,,,2.469970738696192,,,,1.2861716603078888,1,0,0.0,0.0,0,0,0,MSFT
2023-11-03 00:00:00-04:00,344.4393653277712,349.1287075459124,342.1734933028786,347.5622863769531,23637700,0.0,0.0,1.2861716603078888,6.970668099339039,,0.9479068640468565,,339.40715942382815,,,2.4027563139707997,,,,1.0572379947143329,1,0,0.0,0.0,0,0,0,MSFT
2023-11-06 00:00:00-05:00,348.2025867608286,352.2318617799553,348.1040653780775,351.2368469238281,23828300,0.0,0.0,1.0572379947143329,5.698015378809895,,0.7992365771208155,,343.1940856933594,,,2.3435022821619578,,,,1.121933346418369,1,0,0.0,0.0,0,0,0,MSFT
2023-11-07 00:00:00-05:00,354.0642616553695,357.07882980965496,352.3205502922459,355.177490234375,25833900,0.0,0.0,1.121933346418369,6.630991241813899,,0.6372697776993207,,347.6115234375,,,2.1765581077565654,,,,0.740570742373392,1,0,0.0,0.0,0,0,0,MSFT
2023-11-08 00:00:00-05:00,356.3103779664203,358.46786694409883,355.19714949082766,357.8078308105469,26767800,0.0,0.0,0.740570742373392,4.949852600319415,,0.26720079379361317,,350.9866516113281,,,1.943429805066299,,,,-0.6910655817612299,0,0,0.0,0.0,0,0,0,MSFT
2023-11-09 00:00:00-05:00,356.9212273081889,359.3742808349746,355.01002643681795,355.33514404296875,24847300,0.0,0.0,-0.6910655817612299,3.551328228524664,,0.8040381354994294,,353.4239196777344,,,0.5407739145038892,,,,2.4896634397784556,1,0,0.0,0.0,0,0,0,MSFT
2023-11-10 00:00:00-05:00,356.1232128388484,364.60540210202504,355.7094651076726,364.1817932128906,28042100,0.0,0.0,2.4896634397784556,4.781734810523308,,1.1345021988346036,,356.74782104492186,,,2.083817119385478,,,,-0.8088316688745989,0,0,0.0,0.0,0,0,0,MSFT
2023-11-13 00:00:00-05:00,362.7533207541214,362.9996091955093,360.4677568025591,361.2361755371094,19986500,0.0,0.0,-0.8088316688745989,2.846890552872372,,1.3702458411564657,,358.7476867675781,,,0.6936598788840342,,70.78472620010089,,0.9790498207018494,1,0,0.0,0.0,0,0,0,MSFT
2023-11-14 00:00:00-05:00,365.5018918638483,366.4279387672935,361.8962256351267,364.7728576660156,27683900,0.0,0.0,0.9790498207018494,2.701569692749617,,1.3572981075924337,,360.66676025390626,,,1.1384740332651466,,72.37001115771997,,0.0406011038179388,1,0,0.0,0.0,0,0,0,MSFT
2023-11-15 00:00:00-05:00,366.51026176358704,368.33650132266115,362.39381940746347,364.92095947265625,26860100,0.75,0.0,0.0406011038179388,1.9879745633279988,,1.3677390032413554,,362.0893859863281,,,0.782009524696492,,89.72550340386428,,1.7583270403328966,1,0,0.0,0.0,0,0,0,MSFT
2023-11-16 00:00:00-05:00,366.19437308883926,371.5151437395558,365.4243947338304,371.33746337890625,27182300,0.0,0.0,1.7583270403328966,4.50344403141909,,1.3160867032439292,,365.28984985351565,,,1.655565717967722,,90.53743784342673,,-1.6800890467822738,0,0,0.0,0.0,0,0,0,MSFT
2023-11-17 00:00:00-05:00,368.81033934726474,369.56058551454436,362.2852703283084,365.0986633300781,40157000,0.0,0.0,-1.6800890467822738,0.2517616570281156,,1.3704103433682837,,365.4732238769531,,,-0.10248645383692523,,79.22479405906776,,2.05218299279486,1,0,0.0,0.0,0,0,0,MSFT
2023-11-20 00:00:00-05:00,366.45106107636286,374.0027780403626,366.2338861383217,372.5911560058594,52465100,0.0,0.0,2.05218299279486,3.1433674802548994,,1.508431686729893,,367.7442199707031,,,1.3180182779058747,,81.44218305767217,,-1.1577952680577486,0,0,0.0,0.0,0,0,0,MSFT
2023-11-21 00:00:00-05:00,370.8439180073763,371.38684030809384,366.35235211982354,368.2773132324219,28423100,0.0,0.0,-1.1577952680577486,0.9607226778958644,,1.6779958906059151,,368.4451110839844,351.6278793334961,,-0.04554215716660037,4.734958425504954,73.06164510837142,0.9569194191371764,1.2812620388406692,1,0,0.0,0.0,0,0,0,MSFT
2023-11-22 00:00:00-05:00,373.14397762641977,374.910990611704,370.15290409014983,372.99591064453125,23345300,0.0,0.0,1.2812620388406692,2.2127945688688477,11.138905695974287,1.7386768325629465,1.551466546560457,370.0601013183594,353.49705657958987,,0.7933331141922295,5.51598767288497,74.15244317435355,0.8302828669268744,-0.11116538335980142,0,0,0.0,0.0,0,0,0,MSFT
2023-11-24 00:00:00-05:00,372.4825469539782,373.1143395355948,370.32070891042537,372.5812683105469,10176600,0.0,0.0,-0.11116538335980142,0.3349527193736046,15.342347905314679,1.5810662797562758,1.1936687809720743,370.3088623046875,355.9750152587891,,0.6136515317825886,4.665005222258434,71.64640264291313,0.3806515055906764,0.3126366080439258,1,0,0.0,0.0,0,0,0,MSFT
2023-11-27 00:00:00-05:00,371.9396164792958,375.75004385501524,371.36708082466845,373.74609375,22179200,0.0,0.0,0.3126366080439258,2.3685187836757216,15.0293657137329,1.242330057131278,1.1968780772987884,372.03834838867186,358.41663818359376,,0.4590240142513524,4.276993290293052,70.35914739136891,0.841689017326782,1.0802723168093387,1,0,0.0,0.0,0,0,0,MSFT
